gene_symbol	geneID	KO12_vs_WT6_dtu_log2fold	KO12_vs_WT6_dtu_gene_padj	dtu_KO12_mean	dtu_WT6_mean	transcript_id	KO12_vs_WT6_exon_gene_padj	KO12_vs_WT6_deg_log2fold	KO12_vs_WT6_deg_pval
Sphk1	ENSMUSG00000061878	1.7800554239722044	9.739999563614237e-14	17.65363316521675	5.140247391156972	ENSMUST00000141798.2	0.0189113047288537	1.1997653754130555	2.50031582519647e-7
Timp2	ENSMUSG00000017466	-2.873770930663488	0	0.943804715764612	6.917885885204832	ENSMUST00000017610.9	0.00144430904716204	-1.9421470055480556	5.516431746666725e-5
Cyria	ENSMUSG00000020589	-1.9498972332541191	0.0052044016072199	0.6295012985998927	2.4320594458954172	ENSMUST00000069066.13	0.00499169417919342	-1.4644867740363368	1.0357105252225822e-4
Cyria	ENSMUSG00000020589	-1.400315892624305	0.0052044016072199	1.8955910203640884	5.003590160496172	ENSMUST00000069005.9	0.00499169417919342	-1.4644867740363368	1.0357105252225822e-4
Hectd1	ENSMUSG00000035247	1.1455343277408099	9.224655671359515e-15	65.07418008424753	29.414976862937934	ENSMUST00000042052.8	1.17970433601877e-6	1.2588520463422945	1.409174526514585e-7
Hectd1	ENSMUSG00000035247	1.3518928936228702	9.224655671359515e-15	1.4014154135087833	0.5490432768410002	ENSMUST00000218626.1	1.17970433601877e-6	1.2588520463422945	1.409174526514585e-7
Hectd1	ENSMUSG00000035247	2.3661619841985466	9.224655671359515e-15	1.0209789188321532	0.19803002533169506	ENSMUST00000220098.1	1.17970433601877e-6	1.2588520463422945	1.409174526514585e-7
Rdh12	ENSMUSG00000021123	-2.06792916281451	0.0025384507474930477	1.3681200155629107	5.736313833933426	ENSMUST00000021548.11	0.0317895169573733	-1.859063686267582	1.452537805824494e-4
Rdh12	ENSMUSG00000021123	-1.410909451031013	0.0025384507474930477	0.40147647936235714	1.067544956215041	ENSMUST00000151980.1	0.0317895169573733	-1.859063686267582	1.452537805824494e-4
Dglucy	ENSMUSG00000021185	1.6546702370305255	2.6503674876667263e-15	8.137643518447682	2.584599683106459	ENSMUST00000069782.10	0.00680789051307319	2.1670675796384193	9.995653229323728e-6
Dglucy	ENSMUSG00000021185	1.8587605736361827	2.6503674876667263e-15	2.2532562542980923	0.6212521400537843	ENSMUST00000110073.7	0.00680789051307319	2.1670675796384193	9.995653229323728e-6
Dglucy	ENSMUSG00000021185	8.609043318247119	2.6503674876667263e-15	1.755011994858296	0.0044946907513511575	ENSMUST00000110069.7	0.00680789051307319	2.1670675796384193	9.995653229323728e-6
Dglucy	ENSMUSG00000021185	2.0690370634782647	2.6503674876667263e-15	4.661832399144135	1.111000968643903	ENSMUST00000167322.1	0.00680789051307319	2.1670675796384193	9.995653229323728e-6
Dglucy	ENSMUSG00000021185	2.351251693935946	2.6503674876667263e-15	2.347107671568619	0.45997658619629833	ENSMUST00000124957.1	0.00680789051307319	2.1670675796384193	9.995653229323728e-6
Glrx5	ENSMUSG00000021102	1.0747394101156214	0	82.16271678175747	39.00730904884864	ENSMUST00000021522.4	3.9589701383619e-4	1.0619297375638999	1.8813887554338777e-7
Ighe	ENSMUSG00000087642	-2.4365263556693124	0	3.4845200086500014	18.862987672946247	ENSMUST00000137336.2	0.012639858156253	-2.3394502546692975	4.4710252366205225e-6
Vipr2	ENSMUSG00000011171	-2.1705321066254792	7.962638625970164e-10	0.7007122652892199	3.1545323835443724	ENSMUST00000011315.9	0.00942172988066114	-2.6160154687760264	3.0388272341235465e-4
Vipr2	ENSMUSG00000011171	-4.682651394181674	7.962638625970164e-10	0.05887813620762047	1.5120723880065932	ENSMUST00000100988.10	0.00942172988066114	-2.6160154687760264	3.0388272341235465e-4
Gpr137b-ps	ENSMUSG00000097715	-1.5681785197320177	3.592267941857366e-5	1.010194071466433	2.9955294141168762	ENSMUST00000220758.1	2.53504474810778e-8	-1.2283996323569024	0.004654329153173039
Gpr137b-ps	ENSMUSG00000097715	-3.9744947912272592	3.592267941857366e-5	0.089092630535165307	1.400502639948155	ENSMUST00000223146.1	2.53504474810778e-8	-1.2283996323569024	0.004654329153173039
Epdr1	ENSMUSG00000002808	1.1207387456317222	4.429735681664236e-14	50.919615731137455	23.41580742926964	ENSMUST00000002885.7	0.0126192101750194	1.2165947122906537	5.299182454128121e-7
Elmo1	ENSMUSG00000041112	-1.1465348573193117	7.21848055584027e-15	11.426766098294575	25.296749532565816	ENSMUST00000072519.6	0.00244324135878455	-1.0836383817240494	4.924744764246915e-7
Elmo1	ENSMUSG00000041112	-2.0128392695768946	7.21848055584027e-15	0.296907029635055	1.1982445897386693	ENSMUST00000221067.1	0.00244324135878455	-1.0836383817240494	4.924744764246915e-7
Gcnt2	ENSMUSG00000021360	-2.3740329276063936	7.21848055584027e-15	4.575356571981313	23.718109380683494	ENSMUST00000069958.14	0	-1.9180418889382853	5.887958176829748e-8
Gcnt2	ENSMUSG00000021360	-2.8187673388293364	7.21848055584027e-15	2.8490651024319895	20.10184375163364	ENSMUST00000067778.7	0	-1.9180418889382853	5.887958176829748e-8
Gadd45g	ENSMUSG00000021453	1.9722744147006053	0	18.105977402014098	4.614325378603123	ENSMUST00000021903.2	0.00349160674874226	2.04413927468016	4.512806878736574e-5
Gadd45g	ENSMUSG00000021453	1.5135914644244535	0	1.0364171961198274	0.3629929398511784	ENSMUST00000132480.1	0.00349160674874226	2.04413927468016	4.512806878736574e-5
Macroh2a1	ENSMUSG00000015937	-1.254824876359775	0	236.67203067256094	564.7898251576773	ENSMUST00000016081.12	1.45394745223736e-7	-1.1992919024906374	2.853646840505014e-8
Macroh2a1	ENSMUSG00000015937	-1.5908161008412496	0	21.892838858842822	65.94554236103981	ENSMUST00000045788.8	1.45394745223736e-7	-1.1992919024906374	2.853646840505014e-8
Macroh2a1	ENSMUSG00000015937	-1.4082112777659512	0	170.87569039395413	453.5175701284835	ENSMUST00000139511.7	1.45394745223736e-7	-1.1992919024906374	2.853646840505014e-8
Macroh2a1	ENSMUSG00000015937	-1.2714655320804928	0	2.523669459246954	6.092306378751831	ENSMUST00000154778.7	1.45394745223736e-7	-1.1992919024906374	2.853646840505014e-8
Tert	ENSMUSG00000021611	-1.3640047592543365	0.037699776457645266	0.7599786497562893	1.9561751539743766	ENSMUST00000022104.8	0.0453974309728612	-1.3669126119566641	7.451463654648341e-4
Rfesd	ENSMUSG00000043190	1.0967476829020248	1.880201876544748e-14	4.727755195475742	2.210553500678828	ENSMUST00000050997.1	0	1.980399352926368	2.2286129783979454e-6
Rfesd	ENSMUSG00000043190	2.128116128582142	1.880201876544748e-14	63.38790171837583	14.500386788963558	ENSMUST00000167271.8	0	1.980399352926368	2.2286129783979454e-6
Arhgef28	ENSMUSG00000021662	-3.8073439421927713	0.017734172329439284	0.07914673734304037	1.1080458898073373	ENSMUST00000238746.1	1.0613779321074e-4	-1.8264909515811691	0.0010017780406301664
Marveld2	ENSMUSG00000021636	-2.918095753899244	0.03779612357740191	0.21325118147581376	1.6118543592218906	ENSMUST00000225754.1	0.0410396956093703	-1.531853608989501	4.148209950676247e-4
Emb	ENSMUSG00000021728	-1.667800825202739	3.8199191871661714e-13	24.693475951599517	78.458554479951	ENSMUST00000022242.8	1.49159734297697e-6	-1.5306395622279378	7.993298229400112e-8
Emb	ENSMUSG00000021728	-1.2632126345449315	3.8199191871661714e-13	0.5592750116114191	1.3424258592078115	ENSMUST00000225648.1	1.49159734297697e-6	-1.5306395622279378	7.993298229400112e-8
Flnb	ENSMUSG00000025278	-1.2086056432346541	0.00712740262131922	3.209234718480996	7.416995805863548	ENSMUST00000052678.8	0.00192133243527345	-1.107460401812716	4.785038264536091e-6
Appl1	ENSMUSG00000040760	-1.2560645640991124	5.888618376939938e-7	3.143428573210881	7.507869354482651	ENSMUST00000036570.4	0.00413420967723513	-1.1660977980133636	1.3754282340634265e-5
Ero1a	ENSMUSG00000021831	2.1435119491233747	5.512678569434565e-5	9.698466037604732	2.1950360465687293	ENSMUST00000227147.1	1.22124664878175e-12	1.0567173182516374	3.833067169494502e-6
Gm43305	ENSMUSG00000105703	-1.3600861624759972	0.004387880066920054	7.4055050794792	19.009969310840866	ENSMUST00000225083.1	0.00254165578914009	-1.0783864805753378	8.209399741777811e-6
Slc22a17	ENSMUSG00000022199	-2.1687022521127197	0.0356588181304048	0.23698643777417888	1.065535497620957	ENSMUST00000226718.1	5.607974770120281e-9	-2.4298892524325835	8.76487147971364e-5
Slc22a17	ENSMUSG00000022199	-1.8521108961593775	0.0356588181304048	0.30487411268038367	1.1006810371081357	ENSMUST00000227600.1	5.607974770120281e-9	-2.4298892524325835	8.76487147971364e-5
Dmtn	ENSMUSG00000022099	1.5601573443285108	0.03625225157574146	1.699994711724921	0.5764921683751277	ENSMUST00000110984.3	0.024031198652275602	1.0485662039328756	1.752850087968915e-5
Dmtn	ENSMUSG00000022099	1.006496209435696	0.03625225157574146	4.257508793217889	2.1191905274301535	ENSMUST00000228009.1	0.024031198652275602	1.0485662039328756	1.752850087968915e-5
Ndrg1	ENSMUSG00000005125	-1.4801818158333828	0	13.960525970331279	38.94761842156723	ENSMUST00000005256.13	0.00219276720860965	-1.3305887477663347	1.7459202665899465e-6
Csnk1e	ENSMUSG00000022433	-1.295317341814446	2.6503674876667263e-15	7.233516175370012	17.753289322007504	ENSMUST00000117786.7	0.0121925429902518	-1.2523897852573525	9.963667932739148e-6
Csnk1e	ENSMUSG00000022433	-1.7071367703348643	2.6503674876667263e-15	0.3093632183755495	1.010108560565163	ENSMUST00000127155.1	0.0121925429902518	-1.2523897852573525	9.963667932739148e-6
Csnk1e	ENSMUSG00000022433	-1.70127723028511	2.6503674876667263e-15	3.033775259807804	9.865495041453336	ENSMUST00000120859.7	0.0121925429902518	-1.2523897852573525	9.963667932739148e-6
Csnk1e	ENSMUSG00000022433	-1.4685759551690114	2.6503674876667263e-15	0.7775738212142586	2.151924569261859	ENSMUST00000156513.1	0.0121925429902518	-1.2523897852573525	9.963667932739148e-6
Csnk1e	ENSMUSG00000022433	-2.7394511686572174	2.6503674876667263e-15	0.29553738046733335	1.9736466100955115	ENSMUST00000230599.1	0.0121925429902518	-1.2523897852573525	9.963667932739148e-6
Mrtfa	ENSMUSG00000042292	-1.0672715376759023	8.516535134769408e-5	5.27880687176978	11.061563574949574	ENSMUST00000149582.7	0.0152623636590315	-1.1552563561756743	4.554253423757994e-6
Mrtfa	ENSMUSG00000042292	-1.4322518574703134	8.516535134769408e-5	1.1835956027390324	3.1941412208605193	ENSMUST00000109579.8	0.0152623636590315	-1.1552563561756743	4.554253423757994e-6
Mrtfa	ENSMUSG00000042292	-2.031193907601227	8.516535134769408e-5	1.4321456519567044	5.853794631121705	ENSMUST00000135047.1	0.0152623636590315	-1.1552563561756743	4.554253423757994e-6
Nfam1	ENSMUSG00000058099	-1.9426646182276923	3.993312701178019e-4	0.7889759646582766	3.0329419263321356	ENSMUST00000231165.1	0.0140740665211737	-1.3489420367189018	7.0368231153642e-6
Nfam1	ENSMUSG00000058099	-1.830600560140418	3.993312701178019e-4	2.557027967074731	9.094967610287341	ENSMUST00000023076.5	0.0140740665211737	-1.3489420367189018	7.0368231153642e-6
Nfam1	ENSMUSG00000058099	-1.3935067932110106	3.993312701178019e-4	0.6343396881966653	1.6665150049201949	ENSMUST00000100377.11	0.0140740665211737	-1.3489420367189018	7.0368231153642e-6
Cimap1b	ENSMUSG00000047394	-1.358191354281019	2.3172208649980084e-6	0.596315972288078	1.5287370092086845	ENSMUST00000227203.1	2.3430157231015e-4	-1.4706018766807263	0.0014252577611709723
Cimap1b	ENSMUSG00000047394	-1.9605938496502777	2.3172208649980084e-6	0.3460948923244367	1.3470780143398775	ENSMUST00000227834.1	2.3430157231015e-4	-1.4706018766807263	0.0014252577611709723
Cimap1b	ENSMUSG00000047394	-1.422768143778297	2.3172208649980084e-6	0.7548449924597602	2.023735110574652	ENSMUST00000226267.1	2.3430157231015e-4	-1.4706018766807263	0.0014252577611709723
Cimap1b	ENSMUSG00000047394	-2.152506313970434	2.3172208649980084e-6	1.033344704569894	4.594245351804879	ENSMUST00000227854.1	2.3430157231015e-4	-1.4706018766807263	0.0014252577611709723
Cela1	ENSMUSG00000023031	1.4517347285686097	0	2.7759549320872376	1.014837979501845	ENSMUST00000230572.1	0.0117031558204236	1.116092283033824	2.604963924345939e-4
Cela1	ENSMUSG00000023031	1.885470967510771	0	6.78152594369686	1.835456559659228	ENSMUST00000230740.1	0.0117031558204236	1.116092283033824	2.604963924345939e-4
Nlrc3	ENSMUSG00000049871	-1.129239694938557	0.013296375712375455	2.096838903541486	4.586697367665133	ENSMUST00000180200.7	0.0380407191266277	-1.023550075903115	4.2948563412445e-5
Nlrc3	ENSMUSG00000049871	-1.2236746159517982	0.013296375712375455	0.8383285770252296	1.9578392688958854	ENSMUST00000177551.1	0.0380407191266277	-1.023550075903115	4.2948563412445e-5
Fgd4	ENSMUSG00000022788	-2.547886979312498	0.006113006938245495	0.2531194035489681	1.4801844750225133	ENSMUST00000161861.7	0.0279818048537466	-1.7954989049838244	2.551665825057838e-4
Ccdc116	ENSMUSG00000022768	2.8907531123150507	0.003978182404854561	1.1621480580895773	0.15669605544639884	ENSMUST00000023452.15	1.1601307323853e-5	1.0681618944854985	0.012880264457567655
Clcn2	ENSMUSG00000022843	1.6363739872351122	0.0087848639986498	7.615054912673914	2.4494883887859706	ENSMUST00000007207.14	0	1.729662396993946	2.099187447006905e-6
Clcn2	ENSMUSG00000022843	1.5127051110165106	0.0087848639986498	3.188963885377719	1.117583517237267	ENSMUST00000153075.7	0	1.729662396993946	2.099187447006905e-6
Clcn2	ENSMUSG00000022843	1.6483983893870502	0.0087848639986498	3.9490064352177257	1.2597097229884788	ENSMUST00000144400.7	0	1.729662396993946	2.099187447006905e-6
Clcn2	ENSMUSG00000022843	3.05453089293531	0.0087848639986498	1.0520488887565458	0.12662821954229428	ENSMUST00000123417.1	0	1.729662396993946	2.099187447006905e-6
Atp13a3	ENSMUSG00000022533	1.2571153601634775	0	48.81732313874384	20.42417533556374	ENSMUST00000061350.12	7.64923335939521e-11	1.2914675965425158	1.900738527734709e-7
Atp13a3	ENSMUSG00000022533	-1.463334280576877	0	2.264687429815811	6.244760424861657	ENSMUST00000100013.8	7.64923335939521e-11	1.2914675965425158	1.900738527734709e-7
Atp13a3	ENSMUSG00000022533	4.11364740400025	0	11.517951093910511	0.6653405149111371	ENSMUST00000229503.1	7.64923335939521e-11	1.2914675965425158	1.900738527734709e-7
Tfrc	ENSMUSG00000022797	1.2758145321822878	0	160.72710435183836	66.37899571952305	ENSMUST00000023486.14	0	1.5425391195159097	9.115377504998873e-9
Tfrc	ENSMUSG00000022797	3.469931549702379	0	18.250196995418513	1.6470776622159469	ENSMUST00000120680.1	0	1.5425391195159097	9.115377504998873e-9
Tfrc	ENSMUSG00000022797	1.63943362264717	0	10.913990383808105	3.5031995022575666	ENSMUST00000137901.1	0	1.5425391195159097	9.115377504998873e-9
Tfrc	ENSMUSG00000022797	3.7669814530826744	0	1.762847268215838	0.1294912062546223	ENSMUST00000155929.1	0	1.5425391195159097	9.115377504998873e-9
Tfrc	ENSMUSG00000022797	2.3513320448625263	0	22.18894601017429	4.348256933893352	ENSMUST00000128285.1	0	1.5425391195159097	9.115377504998873e-9
Itgb5	ENSMUSG00000022817	-1.8860779652728081	0.0074908057352039	0.9558079634814511	3.532943452808526	ENSMUST00000115028.10	0.00611795455728305	-1.4482877721041176	5.916241336924228e-4
Slc15a2	ENSMUSG00000022899	-1.5386455932901937	0.004098443404627676	1.7182554584796477	4.991903812995721	ENSMUST00000023616.9	0.00279305738675391	-1.1683174983348974	7.140563540640133e-5
Slc15a2	ENSMUSG00000022899	-1.0112983563177145	0.004098443404627676	0.7638725151240828	1.5397564208348613	ENSMUST00000163471.1	0.00279305738675391	-1.1683174983348974	7.140563540640133e-5
Slc15a2	ENSMUSG00000022899	-1.2338117500821613	0.004098443404627676	0.8624142079390364	2.028290929560832	ENSMUST00000172382.1	0.00279305738675391	-1.1683174983348974	7.140563540640133e-5
Slc15a2	ENSMUSG00000022899	-1.5563789798913157	0.004098443404627676	0.5655802093239468	1.663454636506088	ENSMUST00000164770.7	0.00279305738675391	-1.1683174983348974	7.140563540640133e-5
Slc15a2	ENSMUSG00000022899	-3.1192985091138956	0.004098443404627676	0.14373287623084346	1.2489887684193148	ENSMUST00000100308.9	0.00279305738675391	-1.1683174983348974	7.140563540640133e-5
Cd80	ENSMUSG00000075122	4.686066984249155	1.3587192347323335e-9	1.1408271323449148	0.044317282048682266	ENSMUST00000099816.2	0.0302250574283816	4.097117334358765	1.0173407952243476e-4
Arhgap31	ENSMUSG00000022799	-1.7323615973417787	0.013345742573141967	0.7251791677971411	2.409562101198032	ENSMUST00000023487.4	0.0404545086381119	-1.6590370569450754	6.106118244491247e-5
St3gal6	ENSMUSG00000022747	1.414519748008624	0	1.4032085983201945	0.5263921009328281	ENSMUST00000137035.7	0.00626686470717268	1.3146231304209621	4.085063731119155e-6
St3gal6	ENSMUSG00000022747	1.1016512240557321	0	9.853361014967472	4.59149728545702	ENSMUST00000114358.8	0.00626686470717268	1.3146231304209621	4.085063731119155e-6
St3gal6	ENSMUSG00000022747	1.1147691862593498	0	3.548743410091904	1.638685593983703	ENSMUST00000114357.9	0.00626686470717268	1.3146231304209621	4.085063731119155e-6
St3gal6	ENSMUSG00000022747	1.4315735831317251	0	17.369106011628162	6.439184609302451	ENSMUST00000148061.1	0.00626686470717268	1.3146231304209621	4.085063731119155e-6
Cpox	ENSMUSG00000022742	1.5621075506037996	0	269.6408361462182	91.31548624238985	ENSMUST00000060077.6	0.00975541590321926	1.6641091055459976	1.1789600464280538e-8
Cpox	ENSMUSG00000022742	1.5856266058437256	0	4.378690320435048	1.4588917247319078	ENSMUST00000232176.1	0.00975541590321926	1.6641091055459976	1.1789600464280538e-8
Cpox	ENSMUSG00000022742	2.2284430136346587	0	6.0317286796410645	1.2871039023847994	ENSMUST00000231276.1	0.00975541590321926	1.6641091055459976	1.1789600464280538e-8
Cpox	ENSMUSG00000022742	1.231002197243054	0	3.0901026528345317	1.3164498542898784	ENSMUST00000231492.1	0.00975541590321926	1.6641091055459976	1.1789600464280538e-8
Tulp4	ENSMUSG00000034377	2.744131701089526	0.002658662679507497	2.764177798145803	0.41257225642048007	ENSMUST00000146758.7	8.02395200701398e-6	1.389920792119271	4.0428970602011965e-4
Tulp4	ENSMUSG00000034377	1.0695005697086908	0.002658662679507497	1.4802759554940983	0.7053276885600932	ENSMUST00000144124.1	8.02395200701398e-6	1.389920792119271	4.0428970602011965e-4
Haghl	ENSMUSG00000061046	-1.3581545250375	5.934278327111699e-5	4.170119274320355	10.690394394660586	ENSMUST00000077938.9	0.00398696361146767	-1.231467151905533	1.7011714739762875e-5
Haghl	ENSMUSG00000061046	-1.3166062396996092	5.934278327111699e-5	1.8740260735765553	4.667814616761586	ENSMUST00000129917.7	0.00398696361146767	-1.231467151905533	1.7011714739762875e-5
Haghl	ENSMUSG00000061046	-1.4570939706576624	5.934278327111699e-5	0.910148603547386	2.4988563953868206	ENSMUST00000138759.7	0.00398696361146767	-1.231467151905533	1.7011714739762875e-5
Neurl1b	ENSMUSG00000034413	-1.961294265409128	0.009445244503568621	0.5416379243976666	2.109198575653093	ENSMUST00000053020.7	0.0174643177210243	-1.6621513967909	1.4641745117023155e-4
Anks1	ENSMUSG00000024219	-1.4791708409575222	1.3113202831286449e-14	12.487558651356004	34.81387237261822	ENSMUST00000139173.2	6.13753917634627e-6	-1.0557115013590908	6.681631190741524e-7
Anks1	ENSMUSG00000024219	-1.3794109312524063	1.3113202831286449e-14	0.41253666025785274	1.0732641304001396	ENSMUST00000233869.1	6.13753917634627e-6	-1.0557115013590908	6.681631190741524e-7
Anks1	ENSMUSG00000024219	-1.6615018401662232	1.3113202831286449e-14	0.4524911377052758	1.4314361124851387	ENSMUST00000233298.1	6.13753917634627e-6	-1.0557115013590908	6.681631190741524e-7
Anks1	ENSMUSG00000024219	-1.2469980268911176	1.3113202831286449e-14	0.7321842757462391	1.7378176686507145	ENSMUST00000233309.1	6.13753917634627e-6	-1.0557115013590908	6.681631190741524e-7
Pim1	ENSMUSG00000024014	-1.0761925767138978	0	65.55556809384115	138.2215732913372	ENSMUST00000024811.8	0	-1.643571703200874	1.4661535218672457e-8
Pim1	ENSMUSG00000024014	-8.90243261535709	0	0.0757273611946119	36.236986584711445	ENSMUST00000234665.1	0	-1.643571703200874	1.4661535218672457e-8
Pim1	ENSMUSG00000024014	-2.8124328774882748	0	11.976254006021286	84.12937360925298	ENSMUST00000234270.1	0	-1.643571703200874	1.4661535218672457e-8
Mdga1	ENSMUSG00000043557	-1.96661309505978	1.2435340941412671e-12	2.298832145328073	8.984973340973662	ENSMUST00000171691.8	0.0242023811163269	-1.9764106030295379	3.6073040442996225e-7
Mdga1	ENSMUSG00000043557	-2.407201000487208	1.2435340941412671e-12	1.0512327818167793	5.576203340745682	ENSMUST00000165528.7	0.0242023811163269	-1.9764106030295379	3.6073040442996225e-7
Abcg1	ENSMUSG00000024030	-1.2254306345869626	7.618567648873984e-4	4.594965679427648	10.744189276372673	ENSMUST00000024829.7	0.0433681291724829	-1.2307668266338165	1.7528487014124418e-4
Abcg1	ENSMUSG00000024030	-1.2732757639170258	7.618567648873984e-4	1.0556181834268161	2.5515322396570284	ENSMUST00000236241.1	0.0433681291724829	-1.2307668266338165	1.7528487014124418e-4
Tmprss3	ENSMUSG00000024034	-1.9047378210193702	0.007203799755893095	0.9174841838692753	3.435435541571703	ENSMUST00000024833.12	0.0186250988434311	-1.7962703825013457	6.3126959298189e-5
Rasal3	ENSMUSG00000052142	-1.1161718237148115	0	5.3442757010435304	11.584840364570038	ENSMUST00000063824.13	7.413997877783221e-10	-1.4210594600471005	2.81034381871849e-7
Rasal3	ENSMUSG00000052142	-3.584788701026925	0	1.102628930590916	13.22995327491357	ENSMUST00000142203.7	7.413997877783221e-10	-1.4210594600471005	2.81034381871849e-7
Rasal3	ENSMUSG00000052142	-1.191664280111656	0	1.4948848382720628	3.414557497706564	ENSMUST00000141714.1	7.413997877783221e-10	-1.4210594600471005	2.81034381871849e-7
Rasal3	ENSMUSG00000052142	-1.2750577716131573	0	9.221147865730462	22.31596243435959	ENSMUST00000135618.7	7.413997877783221e-10	-1.4210594600471005	2.81034381871849e-7
Rasal3	ENSMUSG00000052142	-3.394515825638405	0	0.41434942091774885	4.357303595514537	ENSMUST00000143808.1	7.413997877783221e-10	-1.4210594600471005	2.81034381871849e-7
Rasal3	ENSMUSG00000052142	-1.4899471678364715	0	3.218163658576935	9.039135895726723	ENSMUST00000135968.1	7.413997877783221e-10	-1.4210594600471005	2.81034381871849e-7
Pglyrp2	ENSMUSG00000079563	-2.4449366145159868	1.826183670493185e-13	4.743740569703878	25.829749143109794	ENSMUST00000236386.1	0.00531058596305645	-2.106952066801913	3.2849241095650127e-7
Pglyrp2	ENSMUSG00000079563	-2.450152121411913	1.826183670493185e-13	2.211368305214436	12.084546667705844	ENSMUST00000237130.1	0.00531058596305645	-2.106952066801913	3.2849241095650127e-7
Pglyrp2	ENSMUSG00000079563	-2.1318733576087143	1.826183670493185e-13	1.0463402968697726	4.585965454025861	ENSMUST00000236703.1	0.00531058596305645	-2.106952066801913	3.2849241095650127e-7
Adamts10	ENSMUSG00000024299	-1.520163362057208	1.7371974556336113e-8	4.334256843690145	12.431668301719023	ENSMUST00000173931.7	0.0468236437452703	-1.3674547222658138	7.523863763607171e-7
Adamts10	ENSMUSG00000024299	-1.2886483410025937	1.7371974556336113e-8	1.9376282923506083	4.733607798038895	ENSMUST00000087623.12	0.0468236437452703	-1.3674547222658138	7.523863763607171e-7
Adamts10	ENSMUSG00000024299	-1.8959393068324373	1.7371974556336113e-8	0.31997709014737713	1.1908401971368368	ENSMUST00000173241.7	0.0468236437452703	-1.3674547222658138	7.523863763607171e-7
Adamts10	ENSMUSG00000024299	-1.3656009581639563	1.7371974556336113e-8	0.8467464334597108	2.181927050812129	ENSMUST00000234497.1	0.0468236437452703	-1.3674547222658138	7.523863763607171e-7
Adamts10	ENSMUSG00000024299	-2.3846908315475406	1.7371974556336113e-8	0.4059355661996231	2.119925381115211	ENSMUST00000234108.1	0.0468236437452703	-1.3674547222658138	7.523863763607171e-7
Adamts10	ENSMUSG00000024299	-1.9712516357868997	1.7371974556336113e-8	0.8194647098525685	3.2131879294882824	ENSMUST00000173972.7	0.0468236437452703	-1.3674547222658138	7.523863763607171e-7
Adamts10	ENSMUSG00000024299	-1.0023448532640489	1.7371974556336113e-8	1.2570066029570226	2.5181026254726855	ENSMUST00000174666.1	0.0468236437452703	-1.3674547222658138	7.523863763607171e-7
Myo1f	ENSMUSG00000024300	-1.4011269948959733	0	7.6596605358866	20.22976212179554	ENSMUST00000087605.12	0.019813745017027	-1.3098966887706567	1.2319607984343345e-6
Kank3	ENSMUSG00000042099	1.0397508932807817	0	6.002389261175523	2.919630887784703	ENSMUST00000048560.10	0.00914278564804961	1.3149485705670432	5.722417284860837e-4
Kank3	ENSMUSG00000042099	8.546940741399167	0	3.462137681405125	0.009256755663525795	ENSMUST00000234357.1	0.00914278564804961	1.3149485705670432	5.722417284860837e-4
Notch4	ENSMUSG00000015468	-3.4502416236196374	0.007414153329151584	0.16047565142781145	1.7540233411464414	ENSMUST00000156724.1	0.0244121996479098	-2.254315913402547	0.015188686069964603
H2-Q9	ENSMUSG00000060550	-1.530044031024364	1.1133205120606312e-14	43.95813984958606	126.94875743382059	ENSMUST00000116598.9	0	-1.1644744490556969	5.887958176829748e-8
H2-Q7	ENSMUSG00000060550	-1.530044031024364	1.1133205120606312e-14	43.95813984958606	126.94875743382059	ENSMUST00000116598.9	0	-1.1644744490556969	5.887958176829748e-8
H2-Q9	ENSMUSG00000060550	1.0219652550260063	1.1133205120606312e-14	9.343564369827849	4.601192313371067	ENSMUST00000078205.13	0	-1.1644744490556969	5.887958176829748e-8
H2-Q7	ENSMUSG00000060550	1.0219652550260063	1.1133205120606312e-14	9.343564369827849	4.601192313371067	ENSMUST00000078205.13	0	-1.1644744490556969	5.887958176829748e-8
H2-Q9	ENSMUSG00000060550	-1.563644084822849	1.1133205120606312e-14	15.618882284909807	46.16934612027998	ENSMUST00000173788.1	0	-1.1644744490556969	5.887958176829748e-8
H2-Q7	ENSMUSG00000060550	-1.563644084822849	1.1133205120606312e-14	15.618882284909807	46.16934612027998	ENSMUST00000173788.1	0	-1.1644744490556969	5.887958176829748e-8
H2-Q9	ENSMUSG00000060550	-1.3226817644478719	1.1133205120606312e-14	6.03592274441448	15.097691894864557	ENSMUST00000173016.1	0	-1.1644744490556969	5.887958176829748e-8
H2-Q7	ENSMUSG00000060550	-1.3226817644478719	1.1133205120606312e-14	6.03592274441448	15.097691894864557	ENSMUST00000173016.1	0	-1.1644744490556969	5.887958176829748e-8
Vegfa	ENSMUSG00000023951	-1.159471371946883	0.03551911912736439	1.3140600131032891	2.935288965610713	ENSMUST00000024747.13	6.4116318042678e-4	-1.3111072370114005	3.7995744088199847e-5
Vegfa	ENSMUSG00000023951	-1.7748522286604649	0.03551911912736439	0.675309742521703	2.3109299115813347	ENSMUST00000150327.7	6.4116318042678e-4	-1.3111072370114005	3.7995744088199847e-5
Vegfa	ENSMUSG00000023951	-1.4263232391110403	0.03551911912736439	0.7915514193786407	2.127380678234983	ENSMUST00000133605.7	6.4116318042678e-4	-1.3111072370114005	3.7995744088199847e-5
Cul9	ENSMUSG00000040327	-1.2554225977306805	1.1133205120606312e-14	2.113318747928696	5.045275254479613	ENSMUST00000182485.7	0.00265446634933747	-1.5814777279188217	1.7403820310967056e-6
